depth,time,so
0.494025,2022-06-01 00:00:00,35.594704
0.494025,2022-06-01 06:00:00,35.59402
0.494025,2022-06-01 12:00:00,35.587368
0.494025,2022-06-01 18:00:00,35.58914
0.494025,2022-06-02 00:00:00,35.59072
0.494025,2022-06-02 06:00:00,35.59546
0.494025,2022-06-02 12:00:00,35.59924
0.494025,2022-06-02 18:00:00,35.601902
0.494025,2022-06-03 00:00:00,35.600662
0.494025,2022-06-03 06:00:00,35.596413
0.494025,2022-06-03 12:00:00,35.58936
0.494025,2022-06-03 18:00:00,35.58233
0.494025,2022-06-04 00:00:00,35.570587
0.494025,2022-06-04 06:00:00,35.55142
0.494025,2022-06-04 12:00:00,35.53442
0.494025,2022-06-04 18:00:00,35.528267
0.494025,2022-06-05 00:00:00,35.518955
0.494025,2022-06-05 06:00:00,35.508205
0.494025,2022-06-05 12:00:00,35.501614
0.494025,2022-06-05 18:00:00,35.49988
0.494025,2022-06-06 00:00:00,35.50107
0.494025,2022-06-06 06:00:00,35.502567
0.494025,2022-06-06 12:00:00,35.502743
0.494025,2022-06-06 18:00:00,35.509518
0.494025,2022-06-07 00:00:00,35.51571
0.494025,2022-06-07 06:00:00,35.51954
0.494025,2022-06-07 12:00:00,35.52192
0.494025,2022-06-07 18:00:00,35.52469
0.494025,2022-06-08 00:00:00,35.52616
0.494025,2022-06-08 06:00:00,35.52612
0.494025,2022-06-08 12:00:00,35.5085
0.494025,2022-06-08 18:00:00,35.500607
0.494025,2022-06-09 00:00:00,35.499153
0.494025,2022-06-09 06:00:00,35.483395
0.494025,2022-06-09 12:00:00,35.481705
0.494025,2022-06-09 18:00:00,35.47635
0.494025,2022-06-10 00:00:00,35.46914
0.494025,2022-06-10 06:00:00,35.44428
0.494025,2022-06-10 12:00:00,35.45058
0.494025,2022-06-10 18:00:00,35.42425
0.494025,2022-06-11 00:00:00,35.403114
0.494025,2022-06-11 06:00:00,35.39955
0.494025,2022-06-11 12:00:00,35.39131
0.494025,2022-06-11 18:00:00,35.38239
0.494025,2022-06-12 00:00:00,35.37379
0.494025,2022-06-12 06:00:00,35.361298
0.494025,2022-06-12 12:00:00,35.36383
0.494025,2022-06-12 18:00:00,35.36571
0.494025,2022-06-13 00:00:00,35.367638
0.494025,2022-06-13 06:00:00,35.36917
0.494025,2022-06-13 12:00:00,35.36952
0.494025,2022-06-13 18:00:00,35.36708
0.494025,2022-06-14 00:00:00,35.362995
0.494025,2022-06-14 06:00:00,35.360947
0.494025,2022-06-14 12:00:00,35.358208
0.494025,2022-06-14 18:00:00,35.35538
0.494025,2022-06-15 00:00:00,35.35112
0.494025,2022-06-15 06:00:00,35.341396
0.494025,2022-06-15 12:00:00,35.337578
0.494025,2022-06-15 18:00:00,35.3346
0.494025,2022-06-16 00:00:00,35.33217
0.494025,2022-06-16 06:00:00,35.326496
0.494025,2022-06-16 12:00:00,35.320244
0.494025,2022-06-16 18:00:00,35.318584
0.494025,2022-06-17 00:00:00,35.315437
0.494025,2022-06-17 06:00:00,35.307304
0.494025,2022-06-17 12:00:00,35.29868
0.494025,2022-06-17 18:00:00,35.30018
0.494025,2022-06-18 00:00:00,35.30105
0.494025,2022-06-18 06:00:00,35.302006
0.494025,2022-06-18 12:00:00,35.303146
0.494025,2022-06-18 18:00:00,35.302975
0.494025,2022-06-19 00:00:00,35.304966
0.494025,2022-06-19 06:00:00,35.307457
0.494025,2022-06-19 12:00:00,35.30979
0.494025,2022-06-19 18:00:00,35.311333
0.494025,2022-06-20 00:00:00,35.31198
0.494025,2022-06-20 06:00:00,35.313095
0.494025,2022-06-20 12:00:00,35.313946
0.494025,2022-06-20 18:00:00,35.31435
0.494025,2022-06-21 00:00:00,35.313553
0.494025,2022-06-21 06:00:00,35.312847
0.494025,2022-06-21 12:00:00,35.313213
0.494025,2022-06-21 18:00:00,35.31231
0.494025,2022-06-22 00:00:00,35.310104
0.494025,2022-06-22 06:00:00,35.31008
0.494025,2022-06-22 12:00:00,35.309776
0.494025,2022-06-22 18:00:00,35.30891
0.494025,2022-06-23 00:00:00,35.293728
0.494025,2022-06-23 06:00:00,35.278816
0.494025,2022-06-23 12:00:00,35.287376
0.494025,2022-06-23 18:00:00,35.28846
0.494025,2022-06-24 00:00:00,35.28857
0.494025,2022-06-24 06:00:00,35.289707
0.494025,2022-06-24 12:00:00,35.289402
0.494025,2022-06-24 18:00:00,35.29027
0.494025,2022-06-25 00:00:00,35.2896
0.494025,2022-06-25 06:00:00,35.29073
0.494025,2022-06-25 12:00:00,35.289043
0.494025,2022-06-25 18:00:00,35.288902
0.494025,2022-06-26 00:00:00,35.289925
0.494025,2022-06-26 06:00:00,35.2915
0.494025,2022-06-26 12:00:00,35.292946
0.494025,2022-06-26 18:00:00,35.294376
0.494025,2022-06-27 00:00:00,35.295364
0.494025,2022-06-27 06:00:00,35.295876
0.494025,2022-06-27 12:00:00,35.295628
0.494025,2022-06-27 18:00:00,35.297993
0.494025,2022-06-28 00:00:00,35.300144
0.494025,2022-06-28 06:00:00,35.302937
0.494025,2022-06-28 12:00:00,35.30495
0.494025,2022-06-28 18:00:00,35.30777
0.494025,2022-06-29 00:00:00,35.311504
0.494025,2022-06-29 06:00:00,35.314167
0.494025,2022-06-29 12:00:00,35.31587
0.494025,2022-06-29 18:00:00,35.318016
0.494025,2022-06-30 00:00:00,35.31978
0.494025,2022-06-30 06:00:00,35.321594
0.494025,2022-06-30 12:00:00,35.321133
0.494025,2022-06-30 18:00:00,35.321144
0.494025,2022-07-01 00:00:00,35.32099
0.494025,2022-07-01 06:00:00,35.321007
0.494025,2022-07-01 12:00:00,35.319324
0.494025,2022-07-01 18:00:00,35.31866
0.494025,2022-07-02 00:00:00,35.31863
0.494025,2022-07-02 06:00:00,35.31897
0.494025,2022-07-02 12:00:00,35.318176
0.494025,2022-07-02 18:00:00,35.31701
0.494025,2022-07-03 00:00:00,35.315613
0.494025,2022-07-03 06:00:00,35.31414
0.494025,2022-07-03 12:00:00,35.311863
0.494025,2022-07-03 18:00:00,35.30953
0.494025,2022-07-04 00:00:00,35.30799
0.494025,2022-07-04 06:00:00,35.306293
0.494025,2022-07-04 12:00:00,35.30409
0.494025,2022-07-04 18:00:00,35.301693
0.494025,2022-07-05 00:00:00,35.292046
0.494025,2022-07-05 06:00:00,35.28583
0.494025,2022-07-05 12:00:00,35.285866
0.494025,2022-07-05 18:00:00,35.28504
0.494025,2022-07-06 00:00:00,35.285038
0.494025,2022-07-06 06:00:00,35.284344
0.494025,2022-07-06 12:00:00,35.28115
0.494025,2022-07-06 18:00:00,35.278957
0.494025,2022-07-07 00:00:00,35.27609
0.494025,2022-07-07 06:00:00,35.27248
0.494025,2022-07-07 12:00:00,35.268467
0.494025,2022-07-07 18:00:00,35.266018
0.494025,2022-07-08 00:00:00,35.26546
0.494025,2022-07-08 06:00:00,35.268642
0.494025,2022-07-08 12:00:00,35.271584
0.494025,2022-07-08 18:00:00,35.27275
0.494025,2022-07-09 00:00:00,35.27236
0.494025,2022-07-09 06:00:00,35.256393
0.494025,2022-07-09 12:00:00,35.254242
0.494025,2022-07-09 18:00:00,35.256233
0.494025,2022-07-10 00:00:00,35.25798
0.494025,2022-07-10 06:00:00,35.25869
0.494025,2022-07-10 12:00:00,35.25806
0.494025,2022-07-10 18:00:00,35.257927
0.494025,2022-07-11 00:00:00,35.257805
0.494025,2022-07-11 06:00:00,35.25932
0.494025,2022-07-11 12:00:00,35.258675
0.494025,2022-07-11 18:00:00,35.260246
0.494025,2022-07-12 00:00:00,35.261513
0.494025,2022-07-12 06:00:00,35.26307
0.494025,2022-07-12 12:00:00,35.261967
0.494025,2022-07-12 18:00:00,35.259792
0.494025,2022-07-13 00:00:00,35.25673
0.494025,2022-07-13 06:00:00,35.25401
0.494025,2022-07-13 12:00:00,35.248356
0.494025,2022-07-13 18:00:00,35.24326
0.494025,2022-07-14 00:00:00,35.229897
0.494025,2022-07-14 06:00:00,35.217903
0.494025,2022-07-14 12:00:00,35.21343
0.494025,2022-07-14 18:00:00,35.211178
0.494025,2022-07-15 00:00:00,35.211502
0.494025,2022-07-15 06:00:00,35.214725
0.494025,2022-07-15 12:00:00,35.219955
0.494025,2022-07-15 18:00:00,35.2239
0.494025,2022-07-16 00:00:00,35.22339
0.494025,2022-07-16 06:00:00,35.2282
0.494025,2022-07-16 12:00:00,35.23042
0.494025,2022-07-16 18:00:00,35.22951
0.494025,2022-07-17 00:00:00,35.225315
0.494025,2022-07-17 06:00:00,35.21106
0.494025,2022-07-17 12:00:00,35.203133
0.494025,2022-07-17 18:00:00,35.195126
0.494025,2022-07-18 00:00:00,35.18995
0.494025,2022-07-18 06:00:00,35.185493
0.494025,2022-07-18 12:00:00,35.181717
0.494025,2022-07-18 18:00:00,35.179058
0.494025,2022-07-19 00:00:00,35.176224
0.494025,2022-07-19 06:00:00,35.173313
0.494025,2022-07-19 12:00:00,35.16952
0.494025,2022-07-19 18:00:00,35.165997
0.494025,2022-07-20 00:00:00,35.159306
0.494025,2022-07-20 06:00:00,35.153717
0.494025,2022-07-20 12:00:00,35.14733
0.494025,2022-07-20 18:00:00,35.136623
0.494025,2022-07-21 00:00:00,35.11889
0.494025,2022-07-21 06:00:00,35.113487
0.494025,2022-07-21 12:00:00,35.11302
0.494025,2022-07-21 18:00:00,35.114376
0.494025,2022-07-22 00:00:00,35.11511
0.494025,2022-07-22 06:00:00,35.113052
0.494025,2022-07-22 12:00:00,35.111454
0.494025,2022-07-22 18:00:00,35.10651
0.494025,2022-07-23 00:00:00,35.100674
0.494025,2022-07-23 06:00:00,35.0832
0.494025,2022-07-23 12:00:00,35.081078
0.494025,2022-07-23 18:00:00,35.08169
0.494025,2022-07-24 00:00:00,35.086693
0.494025,2022-07-24 06:00:00,35.08822
0.494025,2022-07-24 12:00:00,35.085606
0.494025,2022-07-24 18:00:00,35.08458
0.494025,2022-07-25 00:00:00,35.084267
0.494025,2022-07-25 06:00:00,35.083588
0.494025,2022-07-25 12:00:00,35.07983
0.494025,2022-07-25 18:00:00,35.075424
0.494025,2022-07-26 00:00:00,35.069725
0.494025,2022-07-26 06:00:00,35.065376
0.494025,2022-07-26 12:00:00,35.059227
0.494025,2022-07-26 18:00:00,35.05552
0.494025,2022-07-27 00:00:00,35.052128
0.494025,2022-07-27 06:00:00,35.05178
0.494025,2022-07-27 12:00:00,35.0543
0.494025,2022-07-27 18:00:00,35.056152
0.494025,2022-07-28 00:00:00,35.060062
0.494025,2022-07-28 06:00:00,35.06511
0.494025,2022-07-28 12:00:00,35.0665
0.494025,2022-07-28 18:00:00,35.059303
0.494025,2022-07-29 00:00:00,35.045647
0.494025,2022-07-29 06:00:00,35.048008
0.494025,2022-07-29 12:00:00,35.05154
0.494025,2022-07-29 18:00:00,35.056824
0.494025,2022-07-30 00:00:00,35.06407
0.494025,2022-07-30 06:00:00,35.07081
0.494025,2022-07-30 12:00:00,35.077244
0.494025,2022-07-30 18:00:00,35.082672
0.494025,2022-07-31 00:00:00,35.086967
0.494025,2022-07-31 06:00:00,35.091576
0.494025,2022-07-31 12:00:00,35.095203
0.494025,2022-07-31 18:00:00,35.097115
0.494025,2022-08-01 00:00:00,35.086723
0.494025,2022-08-01 06:00:00,35.088245
0.494025,2022-08-01 12:00:00,35.090866
0.494025,2022-08-01 18:00:00,35.094124
0.494025,2022-08-02 00:00:00,35.09979
0.494025,2022-08-02 06:00:00,35.10366
0.494025,2022-08-02 12:00:00,35.104504
0.494025,2022-08-02 18:00:00,35.110573
0.494025,2022-08-03 00:00:00,35.116226
0.494025,2022-08-03 06:00:00,35.123146
0.494025,2022-08-03 12:00:00,35.116665
0.494025,2022-08-03 18:00:00,35.10134
0.494025,2022-08-04 00:00:00,35.101376
0.494025,2022-08-04 06:00:00,35.106155
0.494025,2022-08-04 12:00:00,35.111973
0.494025,2022-08-04 18:00:00,35.117184
0.494025,2022-08-05 00:00:00,35.12161
0.494025,2022-08-05 06:00:00,35.121902
0.494025,2022-08-05 12:00:00,35.12601
0.494025,2022-08-05 18:00:00,35.12762
0.494025,2022-08-06 00:00:00,35.130444
0.494025,2022-08-06 06:00:00,35.133926
0.494025,2022-08-06 12:00:00,35.133896
0.494025,2022-08-06 18:00:00,35.120506
0.494025,2022-08-07 00:00:00,35.11502
0.494025,2022-08-07 06:00:00,35.11618
0.494025,2022-08-07 12:00:00,35.115574
0.494025,2022-08-07 18:00:00,35.11505
0.494025,2022-08-08 00:00:00,35.11371
0.494025,2022-08-08 06:00:00,35.109287
0.494025,2022-08-08 12:00:00,35.113853
0.494025,2022-08-08 18:00:00,35.114937
0.494025,2022-08-09 00:00:00,35.11597
0.494025,2022-08-09 06:00:00,35.11807
0.494025,2022-08-09 12:00:00,35.12752
0.494025,2022-08-09 18:00:00,35.13716
0.494025,2022-08-10 00:00:00,35.147507
0.494025,2022-08-10 06:00:00,35.154953
0.494025,2022-08-10 12:00:00,35.158592
0.494025,2022-08-10 18:00:00,35.16189
0.494025,2022-08-11 00:00:00,35.16489
0.494025,2022-08-11 06:00:00,35.170933
0.494025,2022-08-11 12:00:00,35.181786
0.494025,2022-08-11 18:00:00,35.18008
0.494025,2022-08-12 00:00:00,35.178684
0.494025,2022-08-12 06:00:00,35.18256
0.494025,2022-08-12 12:00:00,35.193203
0.494025,2022-08-12 18:00:00,35.204155
0.494025,2022-08-13 00:00:00,35.21201
0.494025,2022-08-13 06:00:00,35.201164
0.494025,2022-08-13 12:00:00,35.206444
0.494025,2022-08-13 18:00:00,35.211452
0.494025,2022-08-14 00:00:00,35.219406
0.494025,2022-08-14 06:00:00,35.235992
0.494025,2022-08-14 12:00:00,35.25582
0.494025,2022-08-14 18:00:00,35.26443
0.494025,2022-08-15 00:00:00,35.27201
0.494025,2022-08-15 06:00:00,35.286026
0.494025,2022-08-15 12:00:00,35.285713
0.494025,2022-08-15 18:00:00,35.29318
0.494025,2022-08-16 00:00:00,35.297005
0.494025,2022-08-16 06:00:00,35.30085
0.494025,2022-08-16 12:00:00,35.305717
0.494025,2022-08-16 18:00:00,35.308304
0.494025,2022-08-17 00:00:00,35.310158
0.494025,2022-08-17 06:00:00,35.307926
0.494025,2022-08-17 12:00:00,35.301365
0.494025,2022-08-17 18:00:00,35.300644
0.494025,2022-08-18 00:00:00,35.299446
0.494025,2022-08-18 06:00:00,35.301083
0.494025,2022-08-18 12:00:00,35.302845
0.494025,2022-08-18 18:00:00,35.30785
0.494025,2022-08-19 00:00:00,35.316277
0.494025,2022-08-19 06:00:00,35.32631
0.494025,2022-08-19 12:00:00,35.329037
0.494025,2022-08-19 18:00:00,35.332077
0.494025,2022-08-20 00:00:00,35.333675
0.494025,2022-08-20 06:00:00,35.336338
0.494025,2022-08-20 12:00:00,35.34278
0.494025,2022-08-20 18:00:00,35.336193
0.494025,2022-08-21 00:00:00,35.334106
0.494025,2022-08-21 06:00:00,35.33447
0.494025,2022-08-21 12:00:00,35.33547
0.494025,2022-08-21 18:00:00,35.339622
0.494025,2022-08-22 00:00:00,35.34453
0.494025,2022-08-22 06:00:00,35.347496
0.494025,2022-08-22 12:00:00,35.349937
0.494025,2022-08-22 18:00:00,35.351383
0.494025,2022-08-23 00:00:00,35.352943
0.494025,2022-08-23 06:00:00,35.35579
0.494025,2022-08-23 12:00:00,35.357723
0.494025,2022-08-23 18:00:00,35.358707
0.494025,2022-08-24 00:00:00,35.359394
0.494025,2022-08-24 06:00:00,35.358017
0.494025,2022-08-24 12:00:00,35.35414
0.494025,2022-08-24 18:00:00,35.348934
0.494025,2022-08-25 00:00:00,35.345158
0.494025,2022-08-25 06:00:00,35.345444
0.494025,2022-08-25 12:00:00,35.356113
0.494025,2022-08-25 18:00:00,35.354588
0.494025,2022-08-26 00:00:00,35.357754
0.494025,2022-08-26 06:00:00,35.362274
0.494025,2022-08-26 12:00:00,35.36542
0.494025,2022-08-26 18:00:00,35.364353
0.494025,2022-08-27 00:00:00,35.365875
0.494025,2022-08-27 06:00:00,35.367485
0.494025,2022-08-27 12:00:00,35.369476
0.494025,2022-08-27 18:00:00,35.3717
0.494025,2022-08-28 00:00:00,35.372288
0.494025,2022-08-28 06:00:00,35.371796
0.494025,2022-08-28 12:00:00,35.375248
0.494025,2022-08-28 18:00:00,35.379063
0.494025,2022-08-29 00:00:00,35.384186
0.494025,2022-08-29 06:00:00,35.398563
0.494025,2022-08-29 12:00:00,35.41212
0.494025,2022-08-29 18:00:00,35.409546
0.494025,2022-08-30 00:00:00,35.408855
0.494025,2022-08-30 06:00:00,35.415848
0.494025,2022-08-30 12:00:00,35.41721
0.494025,2022-08-30 18:00:00,35.410843
0.494025,2022-08-31 00:00:00,35.40782
0.494025,2022-08-31 06:00:00,35.410122
0.494025,2022-08-31 12:00:00,35.412823
0.494025,2022-08-31 18:00:00,35.414696
0.494025,2022-09-01 00:00:00,35.41822
0.494025,2022-09-01 06:00:00,35.422623
0.494025,2022-09-01 12:00:00,35.427025
0.494025,2022-09-01 18:00:00,35.426426
