depth,time,so
0.494025,2022-06-01 00:00:00,35.46569
0.494025,2022-06-01 06:00:00,35.467712
0.494025,2022-06-01 12:00:00,35.46707
0.494025,2022-06-01 18:00:00,35.46704
0.494025,2022-06-02 00:00:00,35.465088
0.494025,2022-06-02 06:00:00,35.46304
0.494025,2022-06-02 12:00:00,35.463013
0.494025,2022-06-02 18:00:00,35.462646
0.494025,2022-06-03 00:00:00,35.463203
0.494025,2022-06-03 06:00:00,35.464558
0.494025,2022-06-03 12:00:00,35.464886
0.494025,2022-06-03 18:00:00,35.4677
0.494025,2022-06-04 00:00:00,35.470154
0.494025,2022-06-04 06:00:00,35.47355
0.494025,2022-06-04 12:00:00,35.47785
0.494025,2022-06-04 18:00:00,35.479855
0.494025,2022-06-05 00:00:00,35.481613
0.494025,2022-06-05 06:00:00,35.483276
0.494025,2022-06-05 12:00:00,35.48473
0.494025,2022-06-05 18:00:00,35.485546
0.494025,2022-06-06 00:00:00,35.487415
0.494025,2022-06-06 06:00:00,35.490284
0.494025,2022-06-06 12:00:00,35.491436
0.494025,2022-06-06 18:00:00,35.49459
0.494025,2022-06-07 00:00:00,35.49859
0.494025,2022-06-07 06:00:00,35.501114
0.494025,2022-06-07 12:00:00,35.50289
0.494025,2022-06-07 18:00:00,35.50637
0.494025,2022-06-08 00:00:00,35.508217
0.494025,2022-06-08 06:00:00,35.505825
0.494025,2022-06-08 12:00:00,35.4848
0.494025,2022-06-08 18:00:00,35.480106
0.494025,2022-06-09 00:00:00,35.462017
0.494025,2022-06-09 06:00:00,35.452686
0.494025,2022-06-09 12:00:00,35.413048
0.494025,2022-06-09 18:00:00,35.407204
0.494025,2022-06-10 00:00:00,35.39367
0.494025,2022-06-10 06:00:00,35.360287
0.494025,2022-06-10 12:00:00,35.357834
0.494025,2022-06-10 18:00:00,35.3483
0.494025,2022-06-11 00:00:00,35.333107
0.494025,2022-06-11 06:00:00,35.321926
0.494025,2022-06-11 12:00:00,35.31257
0.494025,2022-06-11 18:00:00,35.308094
0.494025,2022-06-12 00:00:00,35.307076
0.494025,2022-06-12 06:00:00,35.291527
0.494025,2022-06-12 12:00:00,35.295254
0.494025,2022-06-12 18:00:00,35.29737
0.494025,2022-06-13 00:00:00,35.2983
0.494025,2022-06-13 06:00:00,35.29814
0.494025,2022-06-13 12:00:00,35.29718
0.494025,2022-06-13 18:00:00,35.29347
0.494025,2022-06-14 00:00:00,35.28761
0.494025,2022-06-14 06:00:00,35.28775
0.494025,2022-06-14 12:00:00,35.28556
0.494025,2022-06-14 18:00:00,35.285667
0.494025,2022-06-15 00:00:00,35.287605
0.494025,2022-06-15 06:00:00,35.28876
0.494025,2022-06-15 12:00:00,35.288574
0.494025,2022-06-15 18:00:00,35.286808
0.494025,2022-06-16 00:00:00,35.285423
0.494025,2022-06-16 06:00:00,35.28311
0.494025,2022-06-16 12:00:00,35.279995
0.494025,2022-06-16 18:00:00,35.278347
0.494025,2022-06-17 00:00:00,35.275066
0.494025,2022-06-17 06:00:00,35.24476
0.494025,2022-06-17 12:00:00,35.217136
0.494025,2022-06-17 18:00:00,35.214485
0.494025,2022-06-18 00:00:00,35.208534
0.494025,2022-06-18 06:00:00,35.196865
0.494025,2022-06-18 12:00:00,35.182426
0.494025,2022-06-18 18:00:00,35.165085
0.494025,2022-06-19 00:00:00,35.166077
0.494025,2022-06-19 06:00:00,35.169304
0.494025,2022-06-19 12:00:00,35.173428
0.494025,2022-06-19 18:00:00,35.17348
0.494025,2022-06-20 00:00:00,35.172585
0.494025,2022-06-20 06:00:00,35.171497
0.494025,2022-06-20 12:00:00,35.173294
0.494025,2022-06-20 18:00:00,35.17361
0.494025,2022-06-21 00:00:00,35.176086
0.494025,2022-06-21 06:00:00,35.179245
0.494025,2022-06-21 12:00:00,35.182503
0.494025,2022-06-21 18:00:00,35.186317
0.494025,2022-06-22 00:00:00,35.191093
0.494025,2022-06-22 06:00:00,35.19207
0.494025,2022-06-22 12:00:00,35.19345
0.494025,2022-06-22 18:00:00,35.196896
0.494025,2022-06-23 00:00:00,35.19833
0.494025,2022-06-23 06:00:00,35.193504
0.494025,2022-06-23 12:00:00,35.19631
0.494025,2022-06-23 18:00:00,35.197315
0.494025,2022-06-24 00:00:00,35.198776
0.494025,2022-06-24 06:00:00,35.199944
0.494025,2022-06-24 12:00:00,35.20116
0.494025,2022-06-24 18:00:00,35.202133
0.494025,2022-06-25 00:00:00,35.203175
0.494025,2022-06-25 06:00:00,35.20448
0.494025,2022-06-25 12:00:00,35.204937
0.494025,2022-06-25 18:00:00,35.20736
0.494025,2022-06-26 00:00:00,35.210785
0.494025,2022-06-26 06:00:00,35.212658
0.494025,2022-06-26 12:00:00,35.211548
0.494025,2022-06-26 18:00:00,35.212093
0.494025,2022-06-27 00:00:00,35.212074
0.494025,2022-06-27 06:00:00,35.210037
0.494025,2022-06-27 12:00:00,35.210014
0.494025,2022-06-27 18:00:00,35.21284
0.494025,2022-06-28 00:00:00,35.21499
0.494025,2022-06-28 06:00:00,35.216774
0.494025,2022-06-28 12:00:00,35.218452
0.494025,2022-06-28 18:00:00,35.221416
0.494025,2022-06-29 00:00:00,35.22457
0.494025,2022-06-29 06:00:00,35.226906
0.494025,2022-06-29 12:00:00,35.228462
0.494025,2022-06-29 18:00:00,35.229897
0.494025,2022-06-30 00:00:00,35.23162
0.494025,2022-06-30 06:00:00,35.232445
0.494025,2022-06-30 12:00:00,35.23175
0.494025,2022-06-30 18:00:00,35.23292
0.494025,2022-07-01 00:00:00,35.234535
0.494025,2022-07-01 06:00:00,35.234432
0.494025,2022-07-01 12:00:00,35.233406
0.494025,2022-07-01 18:00:00,35.23362
0.494025,2022-07-02 00:00:00,35.235126
0.494025,2022-07-02 06:00:00,35.23574
0.494025,2022-07-02 12:00:00,35.234795
0.494025,2022-07-02 18:00:00,35.23563
0.494025,2022-07-03 00:00:00,35.23744
0.494025,2022-07-03 06:00:00,35.23905
0.494025,2022-07-03 12:00:00,35.23931
0.494025,2022-07-03 18:00:00,35.241035
0.494025,2022-07-04 00:00:00,35.244534
0.494025,2022-07-04 06:00:00,35.24819
0.494025,2022-07-04 12:00:00,35.250225
0.494025,2022-07-04 18:00:00,35.252937
0.494025,2022-07-05 00:00:00,35.25564
0.494025,2022-07-05 06:00:00,35.23263
0.494025,2022-07-05 12:00:00,35.232903
0.494025,2022-07-05 18:00:00,35.23403
0.494025,2022-07-06 00:00:00,35.23539
0.494025,2022-07-06 06:00:00,35.23528
0.494025,2022-07-06 12:00:00,35.23522
0.494025,2022-07-06 18:00:00,35.23601
0.494025,2022-07-07 00:00:00,35.236767
0.494025,2022-07-07 06:00:00,35.23577
0.494025,2022-07-07 12:00:00,35.234135
0.494025,2022-07-07 18:00:00,35.232746
0.494025,2022-07-08 00:00:00,35.232143
0.494025,2022-07-08 06:00:00,35.232197
0.494025,2022-07-08 12:00:00,35.230186
0.494025,2022-07-08 18:00:00,35.23126
0.494025,2022-07-09 00:00:00,35.234394
0.494025,2022-07-09 06:00:00,35.230324
0.494025,2022-07-09 12:00:00,35.18856
0.494025,2022-07-09 18:00:00,35.18386
0.494025,2022-07-10 00:00:00,35.18745
0.494025,2022-07-10 06:00:00,35.18919
0.494025,2022-07-10 12:00:00,35.1865
0.494025,2022-07-10 18:00:00,35.186394
0.494025,2022-07-11 00:00:00,35.18627
0.494025,2022-07-11 06:00:00,35.185974
0.494025,2022-07-11 12:00:00,35.185913
0.494025,2022-07-11 18:00:00,35.18637
0.494025,2022-07-12 00:00:00,35.187054
0.494025,2022-07-12 06:00:00,35.186543
0.494025,2022-07-12 12:00:00,35.183815
0.494025,2022-07-12 18:00:00,35.182365
0.494025,2022-07-13 00:00:00,35.18212
0.494025,2022-07-13 06:00:00,35.178505
0.494025,2022-07-13 12:00:00,35.175323
0.494025,2022-07-13 18:00:00,35.17204
0.494025,2022-07-14 00:00:00,35.169147
0.494025,2022-07-14 06:00:00,35.13056
0.494025,2022-07-14 12:00:00,35.13203
0.494025,2022-07-14 18:00:00,35.131714
0.494025,2022-07-15 00:00:00,35.129356
0.494025,2022-07-15 06:00:00,35.127693
0.494025,2022-07-15 12:00:00,35.124096
0.494025,2022-07-15 18:00:00,35.1213
0.494025,2022-07-16 00:00:00,35.119423
0.494025,2022-07-16 06:00:00,35.118496
0.494025,2022-07-16 12:00:00,35.116302
0.494025,2022-07-16 18:00:00,35.11739
0.494025,2022-07-17 00:00:00,35.11321
0.494025,2022-07-17 06:00:00,35.10427
0.494025,2022-07-17 12:00:00,35.06959
0.494025,2022-07-17 18:00:00,35.080833
0.494025,2022-07-18 00:00:00,35.081627
0.494025,2022-07-18 06:00:00,35.08035
0.494025,2022-07-18 12:00:00,35.08274
0.494025,2022-07-18 18:00:00,35.08245
0.494025,2022-07-19 00:00:00,35.08324
0.494025,2022-07-19 06:00:00,35.082897
0.494025,2022-07-19 12:00:00,35.085136
0.494025,2022-07-19 18:00:00,35.087097
0.494025,2022-07-20 00:00:00,35.089333
0.494025,2022-07-20 06:00:00,35.092896
0.494025,2022-07-20 12:00:00,35.093987
0.494025,2022-07-20 18:00:00,35.09482
0.494025,2022-07-21 00:00:00,35.072273
0.494025,2022-07-21 06:00:00,35.071213
0.494025,2022-07-21 12:00:00,35.07139
0.494025,2022-07-21 18:00:00,35.07072
0.494025,2022-07-22 00:00:00,35.072132
0.494025,2022-07-22 06:00:00,35.073544
0.494025,2022-07-22 12:00:00,35.075787
0.494025,2022-07-22 18:00:00,35.075905
0.494025,2022-07-23 00:00:00,35.05998
0.494025,2022-07-23 06:00:00,35.034855
0.494025,2022-07-23 12:00:00,35.014015
0.494025,2022-07-23 18:00:00,35.00627
0.494025,2022-07-24 00:00:00,35.00838
0.494025,2022-07-24 06:00:00,35.008106
0.494025,2022-07-24 12:00:00,35.00988
0.494025,2022-07-24 18:00:00,35.011143
0.494025,2022-07-25 00:00:00,35.012672
0.494025,2022-07-25 06:00:00,35.016396
0.494025,2022-07-25 12:00:00,35.01993
0.494025,2022-07-25 18:00:00,35.024
0.494025,2022-07-26 00:00:00,35.02906
0.494025,2022-07-26 06:00:00,35.03074
0.494025,2022-07-26 12:00:00,35.01958
0.494025,2022-07-26 18:00:00,35.0194
0.494025,2022-07-27 00:00:00,35.01844
0.494025,2022-07-27 06:00:00,35.020836
0.494025,2022-07-27 12:00:00,35.02496
0.494025,2022-07-27 18:00:00,35.02987
0.494025,2022-07-28 00:00:00,35.035614
0.494025,2022-07-28 06:00:00,35.04104
0.494025,2022-07-28 12:00:00,35.046196
0.494025,2022-07-28 18:00:00,35.0494
0.494025,2022-07-29 00:00:00,34.9999
0.494025,2022-07-29 06:00:00,35.00653
0.494025,2022-07-29 12:00:00,35.013935
0.494025,2022-07-29 18:00:00,35.020454
0.494025,2022-07-30 00:00:00,35.02601
0.494025,2022-07-30 06:00:00,35.02965
0.494025,2022-07-30 12:00:00,35.035023
0.494025,2022-07-30 18:00:00,35.037346
0.494025,2022-07-31 00:00:00,35.040672
0.494025,2022-07-31 06:00:00,35.04462
0.494025,2022-07-31 12:00:00,35.04801
0.494025,2022-07-31 18:00:00,35.054665
0.494025,2022-08-01 00:00:00,35.05671
0.494025,2022-08-01 06:00:00,35.051758
0.494025,2022-08-01 12:00:00,35.05697
0.494025,2022-08-01 18:00:00,35.069714
0.494025,2022-08-02 00:00:00,35.085907
0.494025,2022-08-02 06:00:00,35.0993
0.494025,2022-08-02 12:00:00,35.09603
0.494025,2022-08-02 18:00:00,35.10711
0.494025,2022-08-03 00:00:00,35.117397
0.494025,2022-08-03 06:00:00,35.127586
0.494025,2022-08-03 12:00:00,35.12013
0.494025,2022-08-03 18:00:00,35.084816
0.494025,2022-08-04 00:00:00,35.033222
0.494025,2022-08-04 06:00:00,35.033997
0.494025,2022-08-04 12:00:00,35.049755
0.494025,2022-08-04 18:00:00,35.061016
0.494025,2022-08-05 00:00:00,35.069023
0.494025,2022-08-05 06:00:00,35.07479
