depth,time,so
0.494025,2022-06-01 00:00:00,35.50098
0.494025,2022-06-01 06:00:00,35.500893
0.494025,2022-06-01 12:00:00,35.49391
0.494025,2022-06-01 18:00:00,35.49598
0.494025,2022-06-02 00:00:00,35.499237
0.494025,2022-06-02 06:00:00,35.501553
0.494025,2022-06-02 12:00:00,35.501167
0.494025,2022-06-02 18:00:00,35.49722
0.494025,2022-06-03 00:00:00,35.489086
0.494025,2022-06-03 06:00:00,35.47812
0.494025,2022-06-03 12:00:00,35.46756
0.494025,2022-06-03 18:00:00,35.461143
0.494025,2022-06-04 00:00:00,35.45209
0.494025,2022-06-04 06:00:00,35.44397
0.494025,2022-06-04 12:00:00,35.439426
0.494025,2022-06-04 18:00:00,35.439293
0.494025,2022-06-05 00:00:00,35.438793
0.494025,2022-06-05 06:00:00,35.438084
0.494025,2022-06-05 12:00:00,35.43639
0.494025,2022-06-05 18:00:00,35.436123
0.494025,2022-06-06 00:00:00,35.43678
0.494025,2022-06-06 06:00:00,35.438313
0.494025,2022-06-06 12:00:00,35.43909
0.494025,2022-06-06 18:00:00,35.442856
0.494025,2022-06-07 00:00:00,35.44614
0.494025,2022-06-07 06:00:00,35.448814
0.494025,2022-06-07 12:00:00,35.450657
0.494025,2022-06-07 18:00:00,35.453106
0.494025,2022-06-08 00:00:00,35.45533
0.494025,2022-06-08 06:00:00,35.45683
0.494025,2022-06-08 12:00:00,35.44783
0.494025,2022-06-08 18:00:00,35.446968
0.494025,2022-06-09 00:00:00,35.448673
0.494025,2022-06-09 06:00:00,35.439777
0.494025,2022-06-09 12:00:00,35.432667
0.494025,2022-06-09 18:00:00,35.425434
0.494025,2022-06-10 00:00:00,35.41827
0.494025,2022-06-10 06:00:00,35.407555
0.494025,2022-06-10 12:00:00,35.38372
0.494025,2022-06-10 18:00:00,35.37402
0.494025,2022-06-11 00:00:00,35.364986
0.494025,2022-06-11 06:00:00,35.3535
0.494025,2022-06-11 12:00:00,35.343304
0.494025,2022-06-11 18:00:00,35.33495
0.494025,2022-06-12 00:00:00,35.328236
0.494025,2022-06-12 06:00:00,35.326607
0.494025,2022-06-12 12:00:00,35.331524
0.494025,2022-06-12 18:00:00,35.33479
0.494025,2022-06-13 00:00:00,35.337826
0.494025,2022-06-13 06:00:00,35.33976
0.494025,2022-06-13 12:00:00,35.34024
0.494025,2022-06-13 18:00:00,35.338787
0.494025,2022-06-14 00:00:00,35.33611
0.494025,2022-06-14 06:00:00,35.332767
0.494025,2022-06-14 12:00:00,35.329475
0.494025,2022-06-14 18:00:00,35.325863
0.494025,2022-06-15 00:00:00,35.32298
0.494025,2022-06-15 06:00:00,35.319046
0.494025,2022-06-15 12:00:00,35.32137
0.494025,2022-06-15 18:00:00,35.323452
0.494025,2022-06-16 00:00:00,35.32603
0.494025,2022-06-16 06:00:00,35.32642
0.494025,2022-06-16 12:00:00,35.329586
0.494025,2022-06-16 18:00:00,35.32868
0.494025,2022-06-17 00:00:00,35.328327
0.494025,2022-06-17 06:00:00,35.325703
0.494025,2022-06-17 12:00:00,35.321136
0.494025,2022-06-17 18:00:00,35.320847
0.494025,2022-06-18 00:00:00,35.319473
0.494025,2022-06-18 06:00:00,35.316147
0.494025,2022-06-18 12:00:00,35.312775
0.494025,2022-06-18 18:00:00,35.30912
0.494025,2022-06-19 00:00:00,35.306175
0.494025,2022-06-19 06:00:00,35.303898
0.494025,2022-06-19 12:00:00,35.30223
0.494025,2022-06-19 18:00:00,35.30157
0.494025,2022-06-20 00:00:00,35.301235
