depth,latitude,longitude,time,so
0.494025,-32.416664,115.66669,2022-06-01 00:00:00,35.73896
0.494025,-32.416664,115.66669,2022-06-01 06:00:00,35.73344
0.494025,-32.416664,115.66669,2022-06-01 12:00:00,35.72693
0.494025,-32.416664,115.66669,2022-06-01 18:00:00,35.71869
0.494025,-32.416664,115.66669,2022-06-02 00:00:00,35.705105
0.494025,-32.416664,115.66669,2022-06-02 06:00:00,35.692604
0.494025,-32.416664,115.66669,2022-06-02 12:00:00,35.697624
0.494025,-32.416664,115.66669,2022-06-02 18:00:00,35.69829
0.494025,-32.416664,115.66669,2022-06-03 00:00:00,35.69639
0.494025,-32.416664,115.66669,2022-06-03 06:00:00,35.694187
0.494025,-32.416664,115.66669,2022-06-03 12:00:00,35.696884
0.494025,-32.416664,115.66669,2022-06-03 18:00:00,35.695778
0.494025,-32.416664,115.66669,2022-06-04 00:00:00,35.693497
0.494025,-32.416664,115.66669,2022-06-04 06:00:00,35.691917
0.494025,-32.416664,115.66669,2022-06-04 12:00:00,35.689995
0.494025,-32.416664,115.66669,2022-06-04 18:00:00,35.69272
0.494025,-32.416664,115.66669,2022-06-05 00:00:00,35.69472
0.494025,-32.416664,115.66669,2022-06-05 06:00:00,35.696373
0.494025,-32.416664,115.66669,2022-06-05 12:00:00,35.70032
0.494025,-32.416664,115.66669,2022-06-05 18:00:00,35.70257
0.494025,-32.416664,115.66669,2022-06-06 00:00:00,35.704594
0.494025,-32.416664,115.66669,2022-06-06 06:00:00,35.706196
0.494025,-32.416664,115.66669,2022-06-06 12:00:00,35.706886
0.494025,-32.416664,115.66669,2022-06-06 18:00:00,35.70875
0.494025,-32.416664,115.66669,2022-06-07 00:00:00,35.70892
0.494025,-32.416664,115.66669,2022-06-07 06:00:00,35.707153
0.494025,-32.416664,115.66669,2022-06-07 12:00:00,35.705524
0.494025,-32.416664,115.66669,2022-06-07 18:00:00,35.70412
0.494025,-32.416664,115.66669,2022-06-08 00:00:00,35.701595
0.494025,-32.416664,115.66669,2022-06-08 06:00:00,35.6966
0.494025,-32.416664,115.66669,2022-06-08 12:00:00,35.653904
0.494025,-32.416664,115.66669,2022-06-08 18:00:00,35.6439
0.494025,-32.416664,115.66669,2022-06-09 00:00:00,35.64113
0.494025,-32.416664,115.66669,2022-06-09 06:00:00,35.599827
0.494025,-32.416664,115.66669,2022-06-09 12:00:00,35.586033
0.494025,-32.416664,115.66669,2022-06-09 18:00:00,35.572308
0.494025,-32.416664,115.66669,2022-06-10 00:00:00,35.54362
0.494025,-32.416664,115.66669,2022-06-10 06:00:00,35.533592
0.494025,-32.416664,115.66669,2022-06-10 12:00:00,35.500484
0.494025,-32.416664,115.66669,2022-06-10 18:00:00,35.450687
0.494025,-32.416664,115.66669,2022-06-11 00:00:00,35.38606
0.494025,-32.416664,115.66669,2022-06-11 06:00:00,35.39739
0.494025,-32.416664,115.66669,2022-06-11 12:00:00,35.40437
0.494025,-32.416664,115.66669,2022-06-11 18:00:00,35.40833
0.494025,-32.416664,115.66669,2022-06-12 00:00:00,35.408943
0.494025,-32.416664,115.66669,2022-06-12 06:00:00,35.38278
0.494025,-32.416664,115.66669,2022-06-12 12:00:00,35.391262
0.494025,-32.416664,115.66669,2022-06-12 18:00:00,35.39395
0.494025,-32.416664,115.66669,2022-06-13 00:00:00,35.391285
0.494025,-32.416664,115.66669,2022-06-13 06:00:00,35.385513
0.494025,-32.416664,115.66669,2022-06-13 12:00:00,35.381405
0.494025,-32.416664,115.66669,2022-06-13 18:00:00,35.3792
0.494025,-32.416664,115.66669,2022-06-14 00:00:00,35.379337
0.494025,-32.416664,115.66669,2022-06-14 06:00:00,35.383923
0.494025,-32.416664,115.66669,2022-06-14 12:00:00,35.39306
0.494025,-32.416664,115.66669,2022-06-14 18:00:00,35.39087
0.494025,-32.416664,115.66669,2022-06-15 00:00:00,35.384304
0.494025,-32.416664,115.66669,2022-06-15 06:00:00,35.381916
0.494025,-32.416664,115.66669,2022-06-15 12:00:00,35.37638
0.494025,-32.416664,115.66669,2022-06-15 18:00:00,35.37956
0.494025,-32.416664,115.66669,2022-06-16 00:00:00,35.382347
0.494025,-32.416664,115.66669,2022-06-16 06:00:00,35.382915
0.494025,-32.416664,115.66669,2022-06-16 12:00:00,35.38262
0.494025,-32.416664,115.66669,2022-06-16 18:00:00,35.38178
0.494025,-32.416664,115.66669,2022-06-17 00:00:00,35.376755
0.494025,-32.416664,115.66669,2022-06-17 06:00:00,35.342373
0.494025,-32.416664,115.66669,2022-06-17 12:00:00,35.308155
0.494025,-32.416664,115.66669,2022-06-17 18:00:00,35.31469
0.494025,-32.416664,115.66669,2022-06-18 00:00:00,35.313663
0.494025,-32.416664,115.66669,2022-06-18 06:00:00,35.304214
0.494025,-32.416664,115.66669,2022-06-18 12:00:00,35.29991
0.494025,-32.416664,115.66669,2022-06-18 18:00:00,35.29163
0.494025,-32.416664,115.66669,2022-06-19 00:00:00,35.29324
0.494025,-32.416664,115.66669,2022-06-19 06:00:00,35.296223
0.494025,-32.416664,115.66669,2022-06-19 12:00:00,35.297817
0.494025,-32.416664,115.66669,2022-06-19 18:00:00,35.297043
0.494025,-32.416664,115.66669,2022-06-20 00:00:00,35.29697
0.494025,-32.416664,115.66669,2022-06-20 06:00:00,35.298405
0.494025,-32.416664,115.66669,2022-06-20 12:00:00,35.30166
0.494025,-32.416664,115.66669,2022-06-20 18:00:00,35.303802
0.494025,-32.416664,115.66669,2022-06-21 00:00:00,35.30166
0.494025,-32.416664,115.66669,2022-06-21 06:00:00,35.307438
0.494025,-32.416664,115.66669,2022-06-21 12:00:00,35.312283
0.494025,-32.416664,115.66669,2022-06-21 18:00:00,35.314995
0.494025,-32.416664,115.66669,2022-06-22 00:00:00,35.303253
0.494025,-32.416664,115.66669,2022-06-22 06:00:00,35.304447
0.494025,-32.416664,115.66669,2022-06-22 12:00:00,35.306458
0.494025,-32.416664,115.66669,2022-06-22 18:00:00,35.309
0.494025,-32.416664,115.66669,2022-06-23 00:00:00,35.29551
0.494025,-32.416664,115.66669,2022-06-23 06:00:00,35.290817
0.494025,-32.416664,115.66669,2022-06-23 12:00:00,35.28563
0.494025,-32.416664,115.66669,2022-06-23 18:00:00,35.288605
0.494025,-32.416664,115.66669,2022-06-24 00:00:00,35.291927
0.494025,-32.416664,115.66669,2022-06-24 06:00:00,35.294796
0.494025,-32.416664,115.66669,2022-06-24 12:00:00,35.297554
0.494025,-32.416664,115.66669,2022-06-24 18:00:00,35.300587
0.494025,-32.416664,115.66669,2022-06-25 00:00:00,35.303856
0.494025,-32.416664,115.66669,2022-06-25 06:00:00,35.306934
0.494025,-32.416664,115.66669,2022-06-25 12:00:00,35.30846
0.494025,-32.416664,115.66669,2022-06-25 18:00:00,35.312275
0.494025,-32.416664,115.66669,2022-06-26 00:00:00,35.31739
0.494025,-32.416664,115.66669,2022-06-26 06:00:00,35.320927
0.494025,-32.416664,115.66669,2022-06-26 12:00:00,35.321384
0.494025,-32.416664,115.66669,2022-06-26 18:00:00,35.322327
0.494025,-32.416664,115.66669,2022-06-27 00:00:00,35.32235
0.494025,-32.416664,115.66669,2022-06-27 06:00:00,35.32182
0.494025,-32.416664,115.66669,2022-06-27 12:00:00,35.32356
0.494025,-32.416664,115.66669,2022-06-27 18:00:00,35.327015
0.494025,-32.416664,115.66669,2022-06-28 00:00:00,35.32962
0.494025,-32.416664,115.66669,2022-06-28 06:00:00,35.33248
0.494025,-32.416664,115.66669,2022-06-28 12:00:00,35.33588
0.494025,-32.416664,115.66669,2022-06-28 18:00:00,35.339294
0.494025,-32.416664,115.66669,2022-06-29 00:00:00,35.3439
0.494025,-32.416664,115.66669,2022-06-29 06:00:00,35.345684
0.494025,-32.416664,115.66669,2022-06-29 12:00:00,35.348335
0.494025,-32.416664,115.66669,2022-06-29 18:00:00,35.35055
0.494025,-32.416664,115.66669,2022-06-30 00:00:00,35.352592
0.494025,-32.416664,115.66669,2022-06-30 06:00:00,35.354244
0.494025,-32.416664,115.66669,2022-06-30 12:00:00,35.35465
0.494025,-32.416664,115.66669,2022-06-30 18:00:00,35.356884
0.494025,-32.416664,115.66669,2022-07-01 00:00:00,35.35871
0.494025,-32.416664,115.66669,2022-07-01 06:00:00,35.35882
0.494025,-32.416664,115.66669,2022-07-01 12:00:00,35.35783
0.494025,-32.416664,115.66669,2022-07-01 18:00:00,35.358967
0.494025,-32.416664,115.66669,2022-07-02 00:00:00,35.360733
0.494025,-32.416664,115.66669,2022-07-02 06:00:00,35.36135
0.494025,-32.416664,115.66669,2022-07-02 12:00:00,35.36015
0.494025,-32.416664,115.66669,2022-07-02 18:00:00,35.36094
0.494025,-32.416664,115.66669,2022-07-03 00:00:00,35.362236
0.494025,-32.416664,115.66669,2022-07-03 06:00:00,35.362617
0.494025,-32.416664,115.66669,2022-07-03 12:00:00,35.36238
0.494025,-32.416664,115.66669,2022-07-03 18:00:00,35.363365
0.494025,-32.416664,115.66669,2022-07-04 00:00:00,35.365246
0.494025,-32.416664,115.66669,2022-07-04 06:00:00,35.365894
0.494025,-32.416664,115.66669,2022-07-04 12:00:00,35.364796
0.494025,-32.416664,115.66669,2022-07-04 18:00:00,35.364914
0.494025,-32.416664,115.66669,2022-07-05 00:00:00,35.345642
0.494025,-32.416664,115.66669,2022-07-05 06:00:00,35.318317
0.494025,-32.416664,115.66669,2022-07-05 12:00:00,35.3211
0.494025,-32.416664,115.66669,2022-07-05 18:00:00,35.322147
0.494025,-32.416664,115.66669,2022-07-06 00:00:00,35.323193
0.494025,-32.416664,115.66669,2022-07-06 06:00:00,35.322624
0.494025,-32.416664,115.66669,2022-07-06 12:00:00,35.32211
0.494025,-32.416664,115.66669,2022-07-06 18:00:00,35.32258
0.494025,-32.416664,115.66669,2022-07-07 00:00:00,35.321407
0.494025,-32.416664,115.66669,2022-07-07 06:00:00,35.318825
0.494025,-32.416664,115.66669,2022-07-07 12:00:00,35.315456
0.494025,-32.416664,115.66669,2022-07-07 18:00:00,35.313034
0.494025,-32.416664,115.66669,2022-07-08 00:00:00,35.31109
0.494025,-32.416664,115.66669,2022-07-08 06:00:00,35.308838
0.494025,-32.416664,115.66669,2022-07-08 12:00:00,35.30533
0.494025,-32.416664,115.66669,2022-07-08 18:00:00,35.302696
0.494025,-32.416664,115.66669,2022-07-09 00:00:00,35.301292
0.494025,-32.416664,115.66669,2022-07-09 06:00:00,35.266582
0.494025,-32.416664,115.66669,2022-07-09 12:00:00,35.23137
