depth,latitude,longitude,time,so
0.494025,-32.333332,115.58334,2022-06-01 00:00:00,35.55188
0.494025,-32.333332,115.58334,2022-06-01 06:00:00,35.542446
0.494025,-32.333332,115.58334,2022-06-01 12:00:00,35.53383
0.494025,-32.333332,115.58334,2022-06-01 18:00:00,35.52925
0.494025,-32.333332,115.58334,2022-06-02 00:00:00,35.525463
0.494025,-32.333332,115.58334,2022-06-02 06:00:00,35.513515
0.494025,-32.333332,115.58334,2022-06-02 12:00:00,35.51592
0.494025,-32.333332,115.58334,2022-06-02 18:00:00,35.515293
0.494025,-32.333332,115.58334,2022-06-03 00:00:00,35.51414
0.494025,-32.333332,115.58334,2022-06-03 06:00:00,35.5137
0.494025,-32.333332,115.58334,2022-06-03 12:00:00,35.513474
0.494025,-32.333332,115.58334,2022-06-03 18:00:00,35.51201
0.494025,-32.333332,115.58334,2022-06-04 00:00:00,35.509193
0.494025,-32.333332,115.58334,2022-06-04 06:00:00,35.5062
0.494025,-32.333332,115.58334,2022-06-04 12:00:00,35.49795
0.494025,-32.333332,115.58334,2022-06-04 18:00:00,35.5043
0.494025,-32.333332,115.58334,2022-06-05 00:00:00,35.507652
0.494025,-32.333332,115.58334,2022-06-05 06:00:00,35.509144
0.494025,-32.333332,115.58334,2022-06-05 12:00:00,35.51227
0.494025,-32.333332,115.58334,2022-06-05 18:00:00,35.517227
0.494025,-32.333332,115.58334,2022-06-06 00:00:00,35.523907
0.494025,-32.333332,115.58334,2022-06-06 06:00:00,35.52768
0.494025,-32.333332,115.58334,2022-06-06 12:00:00,35.52936
0.494025,-32.333332,115.58334,2022-06-06 18:00:00,35.5325
0.494025,-32.333332,115.58334,2022-06-07 00:00:00,35.53429
0.494025,-32.333332,115.58334,2022-06-07 06:00:00,35.535503
0.494025,-32.333332,115.58334,2022-06-07 12:00:00,35.536266
0.494025,-32.333332,115.58334,2022-06-07 18:00:00,35.538177
0.494025,-32.333332,115.58334,2022-06-08 00:00:00,35.542137
0.494025,-32.333332,115.58334,2022-06-08 06:00:00,35.547592
0.494025,-32.333332,115.58334,2022-06-08 12:00:00,35.539146
0.494025,-32.333332,115.58334,2022-06-08 18:00:00,35.54688
0.494025,-32.333332,115.58334,2022-06-09 00:00:00,35.558216
0.494025,-32.333332,115.58334,2022-06-09 06:00:00,35.55942
0.494025,-32.333332,115.58334,2022-06-09 12:00:00,35.55931
0.494025,-32.333332,115.58334,2022-06-09 18:00:00,35.55269
0.494025,-32.333332,115.58334,2022-06-10 00:00:00,35.529922
0.494025,-32.333332,115.58334,2022-06-10 06:00:00,35.510986
0.494025,-32.333332,115.58334,2022-06-10 12:00:00,35.442005
0.494025,-32.333332,115.58334,2022-06-10 18:00:00,35.41401
0.494025,-32.333332,115.58334,2022-06-11 00:00:00,35.37846
0.494025,-32.333332,115.58334,2022-06-11 06:00:00,35.363045
0.494025,-32.333332,115.58334,2022-06-11 12:00:00,35.352356
0.494025,-32.333332,115.58334,2022-06-11 18:00:00,35.348373
0.494025,-32.333332,115.58334,2022-06-12 00:00:00,35.347473
0.494025,-32.333332,115.58334,2022-06-12 06:00:00,35.33824
0.494025,-32.333332,115.58334,2022-06-12 12:00:00,35.343178
0.494025,-32.333332,115.58334,2022-06-12 18:00:00,35.34834
0.494025,-32.333332,115.58334,2022-06-13 00:00:00,35.355534
0.494025,-32.333332,115.58334,2022-06-13 06:00:00,35.361115
0.494025,-32.333332,115.58334,2022-06-13 12:00:00,35.36493
0.494025,-32.333332,115.58334,2022-06-13 18:00:00,35.36491
0.494025,-32.333332,115.58334,2022-06-14 00:00:00,35.36257
0.494025,-32.333332,115.58334,2022-06-14 06:00:00,35.3569
0.494025,-32.333332,115.58334,2022-06-14 12:00:00,35.349552
0.494025,-32.333332,115.58334,2022-06-14 18:00:00,35.335236
0.494025,-32.333332,115.58334,2022-06-15 00:00:00,35.318443
0.494025,-32.333332,115.58334,2022-06-15 06:00:00,35.304176
0.494025,-32.333332,115.58334,2022-06-15 12:00:00,35.292812
0.494025,-32.333332,115.58334,2022-06-15 18:00:00,35.28833
0.494025,-32.333332,115.58334,2022-06-16 00:00:00,35.28718
0.494025,-32.333332,115.58334,2022-06-16 06:00:00,35.28624
0.494025,-32.333332,115.58334,2022-06-16 12:00:00,35.287247
0.494025,-32.333332,115.58334,2022-06-16 18:00:00,35.29014
0.494025,-32.333332,115.58334,2022-06-17 00:00:00,35.29408
0.494025,-32.333332,115.58334,2022-06-17 06:00:00,35.290993
0.494025,-32.333332,115.58334,2022-06-17 12:00:00,35.285908
0.494025,-32.333332,115.58334,2022-06-17 18:00:00,35.289227
0.494025,-32.333332,115.58334,2022-06-18 00:00:00,35.291214
0.494025,-32.333332,115.58334,2022-06-18 06:00:00,35.291943
0.494025,-32.333332,115.58334,2022-06-18 12:00:00,35.291798
0.494025,-32.333332,115.58334,2022-06-18 18:00:00,35.29179
0.494025,-32.333332,115.58334,2022-06-19 00:00:00,35.29309
0.494025,-32.333332,115.58334,2022-06-19 06:00:00,35.295498
0.494025,-32.333332,115.58334,2022-06-19 12:00:00,35.297348
0.494025,-32.333332,115.58334,2022-06-19 18:00:00,35.297913
0.494025,-32.333332,115.58334,2022-06-20 00:00:00,35.297554
0.494025,-32.333332,115.58334,2022-06-20 06:00:00,35.29757
0.494025,-32.333332,115.58334,2022-06-20 12:00:00,35.297787
0.494025,-32.333332,115.58334,2022-06-20 18:00:00,35.296574
0.494025,-32.333332,115.58334,2022-06-21 00:00:00,35.291092
0.494025,-32.333332,115.58334,2022-06-21 06:00:00,35.292225
0.494025,-32.333332,115.58334,2022-06-21 12:00:00,35.289665
0.494025,-32.333332,115.58334,2022-06-21 18:00:00,35.28632
0.494025,-32.333332,115.58334,2022-06-22 00:00:00,35.27453
0.494025,-32.333332,115.58334,2022-06-22 06:00:00,35.273773
0.494025,-32.333332,115.58334,2022-06-22 12:00:00,35.272408
0.494025,-32.333332,115.58334,2022-06-22 18:00:00,35.27301
0.494025,-32.333332,115.58334,2022-06-23 00:00:00,35.268257
0.494025,-32.333332,115.58334,2022-06-23 06:00:00,35.265873
0.494025,-32.333332,115.58334,2022-06-23 12:00:00,35.264183
0.494025,-32.333332,115.58334,2022-06-23 18:00:00,35.26599
0.494025,-32.333332,115.58334,2022-06-24 00:00:00,35.266693
0.494025,-32.333332,115.58334,2022-06-24 06:00:00,35.269253
0.494025,-32.333332,115.58334,2022-06-24 12:00:00,35.268944
0.494025,-32.333332,115.58334,2022-06-24 18:00:00,35.270363
0.494025,-32.333332,115.58334,2022-06-25 00:00:00,35.271557
0.494025,-32.333332,115.58334,2022-06-25 06:00:00,35.274517
0.494025,-32.333332,115.58334,2022-06-25 12:00:00,35.274128
0.494025,-32.333332,115.58334,2022-06-25 18:00:00,35.275856
0.494025,-32.333332,115.58334,2022-06-26 00:00:00,35.277634
0.494025,-32.333332,115.58334,2022-06-26 06:00:00,35.27907
0.494025,-32.333332,115.58334,2022-06-26 12:00:00,35.27862
0.494025,-32.333332,115.58334,2022-06-26 18:00:00,35.278496
0.494025,-32.333332,115.58334,2022-06-27 00:00:00,35.277866
0.494025,-32.333332,115.58334,2022-06-27 06:00:00,35.277706
0.494025,-32.333332,115.58334,2022-06-27 12:00:00,35.279022
0.494025,-32.333332,115.58334,2022-06-27 18:00:00,35.28138
0.494025,-32.333332,115.58334,2022-06-28 00:00:00,35.282654
0.494025,-32.333332,115.58334,2022-06-28 06:00:00,35.284576
0.494025,-32.333332,115.58334,2022-06-28 12:00:00,35.284897
0.494025,-32.333332,115.58334,2022-06-28 18:00:00,35.28653
0.494025,-32.333332,115.58334,2022-06-29 00:00:00,35.288986
0.494025,-32.333332,115.58334,2022-06-29 06:00:00,35.291115
0.494025,-32.333332,115.58334,2022-06-29 12:00:00,35.29123
0.494025,-32.333332,115.58334,2022-06-29 18:00:00,35.292023
0.494025,-32.333332,115.58334,2022-06-30 00:00:00,35.292526
0.494025,-32.333332,115.58334,2022-06-30 06:00:00,35.29318
0.494025,-32.333332,115.58334,2022-06-30 12:00:00,35.292137
0.494025,-32.333332,115.58334,2022-06-30 18:00:00,35.29248
0.494025,-32.333332,115.58334,2022-07-01 00:00:00,35.292877
0.494025,-32.333332,115.58334,2022-07-01 06:00:00,35.293686
0.494025,-32.333332,115.58334,2022-07-01 12:00:00,35.293213
0.494025,-32.333332,115.58334,2022-07-01 18:00:00,35.294193
0.494025,-32.333332,115.58334,2022-07-02 00:00:00,35.29536
0.494025,-32.333332,115.58334,2022-07-02 06:00:00,35.29657
0.494025,-32.333332,115.58334,2022-07-02 12:00:00,35.296036
0.494025,-32.333332,115.58334,2022-07-02 18:00:00,35.296265
0.494025,-32.333332,115.58334,2022-07-03 00:00:00,35.29614
0.494025,-32.333332,115.58334,2022-07-03 06:00:00,35.29563
