depth,latitude,longitude,time,so
0.494025,-31.833332,115.5,2022-06-01 00:00:00,35.4309
0.494025,-31.833332,115.5,2022-06-01 06:00:00,35.429832
0.494025,-31.833332,115.5,2022-06-01 12:00:00,35.42378
0.494025,-31.833332,115.5,2022-06-01 18:00:00,35.420902
0.494025,-31.833332,115.5,2022-06-02 00:00:00,35.41748
0.494025,-31.833332,115.5,2022-06-02 06:00:00,35.41807
0.494025,-31.833332,115.5,2022-06-02 12:00:00,35.417248
0.494025,-31.833332,115.5,2022-06-02 18:00:00,35.41697
0.494025,-31.833332,115.5,2022-06-03 00:00:00,35.415684
0.494025,-31.833332,115.5,2022-06-03 06:00:00,35.414577
0.494025,-31.833332,115.5,2022-06-03 12:00:00,35.411266
0.494025,-31.833332,115.5,2022-06-03 18:00:00,35.412197
0.494025,-31.833332,115.5,2022-06-04 00:00:00,35.414745
0.494025,-31.833332,115.5,2022-06-04 06:00:00,35.419903
0.494025,-31.833332,115.5,2022-06-04 12:00:00,35.425278
0.494025,-31.833332,115.5,2022-06-04 18:00:00,35.431767
0.494025,-31.833332,115.5,2022-06-05 00:00:00,35.437366
0.494025,-31.833332,115.5,2022-06-05 06:00:00,35.441826
0.494025,-31.833332,115.5,2022-06-05 12:00:00,35.44415
0.494025,-31.833332,115.5,2022-06-05 18:00:00,35.445995
0.494025,-31.833332,115.5,2022-06-06 00:00:00,35.447483
0.494025,-31.833332,115.5,2022-06-06 06:00:00,35.448586
0.494025,-31.833332,115.5,2022-06-06 12:00:00,35.443558
0.494025,-31.833332,115.5,2022-06-06 18:00:00,35.439175
0.494025,-31.833332,115.5,2022-06-07 00:00:00,35.43285
0.494025,-31.833332,115.5,2022-06-07 06:00:00,35.4266
0.494025,-31.833332,115.5,2022-06-07 12:00:00,35.423374
0.494025,-31.833332,115.5,2022-06-07 18:00:00,35.42553
0.494025,-31.833332,115.5,2022-06-08 00:00:00,35.430084
0.494025,-31.833332,115.5,2022-06-08 06:00:00,35.42972
0.494025,-31.833332,115.5,2022-06-08 12:00:00,35.433704
0.494025,-31.833332,115.5,2022-06-08 18:00:00,35.432568
0.494025,-31.833332,115.5,2022-06-09 00:00:00,35.42564
0.494025,-31.833332,115.5,2022-06-09 06:00:00,35.411427
0.494025,-31.833332,115.5,2022-06-09 12:00:00,35.380928
0.494025,-31.833332,115.5,2022-06-09 18:00:00,35.36226
0.494025,-31.833332,115.5,2022-06-10 00:00:00,35.336452
0.494025,-31.833332,115.5,2022-06-10 06:00:00,35.311356
0.494025,-31.833332,115.5,2022-06-10 12:00:00,35.28859
0.494025,-31.833332,115.5,2022-06-10 18:00:00,35.262436
0.494025,-31.833332,115.5,2022-06-11 00:00:00,35.23426
0.494025,-31.833332,115.5,2022-06-11 06:00:00,35.209732
0.494025,-31.833332,115.5,2022-06-11 12:00:00,35.198822
0.494025,-31.833332,115.5,2022-06-11 18:00:00,35.19887
0.494025,-31.833332,115.5,2022-06-12 00:00:00,35.204273
0.494025,-31.833332,115.5,2022-06-12 06:00:00,35.20827
0.494025,-31.833332,115.5,2022-06-12 12:00:00,35.21804
0.494025,-31.833332,115.5,2022-06-12 18:00:00,35.22529
0.494025,-31.833332,115.5,2022-06-13 00:00:00,35.23276
0.494025,-31.833332,115.5,2022-06-13 06:00:00,35.238907
0.494025,-31.833332,115.5,2022-06-13 12:00:00,35.2437
0.494025,-31.833332,115.5,2022-06-13 18:00:00,35.24742
0.494025,-31.833332,115.5,2022-06-14 00:00:00,35.249203
0.494025,-31.833332,115.5,2022-06-14 06:00:00,35.25184
0.494025,-31.833332,115.5,2022-06-14 12:00:00,35.256645
0.494025,-31.833332,115.5,2022-06-14 18:00:00,35.258564
0.494025,-31.833332,115.5,2022-06-15 00:00:00,35.258038
0.494025,-31.833332,115.5,2022-06-15 06:00:00,35.261063
0.494025,-31.833332,115.5,2022-06-15 12:00:00,35.26053
0.494025,-31.833332,115.5,2022-06-15 18:00:00,35.258945
0.494025,-31.833332,115.5,2022-06-16 00:00:00,35.25478
0.494025,-31.833332,115.5,2022-06-16 06:00:00,35.25094
0.494025,-31.833332,115.5,2022-06-16 12:00:00,35.24589
0.494025,-31.833332,115.5,2022-06-16 18:00:00,35.237537
0.494025,-31.833332,115.5,2022-06-17 00:00:00,35.227554
0.494025,-31.833332,115.5,2022-06-17 06:00:00,35.20617
0.494025,-31.833332,115.5,2022-06-17 12:00:00,35.20056
0.494025,-31.833332,115.5,2022-06-17 18:00:00,35.20137
0.494025,-31.833332,115.5,2022-06-18 00:00:00,35.20241
0.494025,-31.833332,115.5,2022-06-18 06:00:00,35.20034
