depth,latitude,longitude,time,so
0.494025,-32.083332,115.66669,2022-06-01 00:00:00,35.59691
0.494025,-32.083332,115.66669,2022-06-01 06:00:00,35.59214
0.494025,-32.083332,115.66669,2022-06-01 12:00:00,35.585915
0.494025,-32.083332,115.66669,2022-06-01 18:00:00,35.580246
0.494025,-32.083332,115.66669,2022-06-02 00:00:00,35.57072
0.494025,-32.083332,115.66669,2022-06-02 06:00:00,35.568848
0.494025,-32.083332,115.66669,2022-06-02 12:00:00,35.569996
0.494025,-32.083332,115.66669,2022-06-02 18:00:00,35.573376
0.494025,-32.083332,115.66669,2022-06-03 00:00:00,35.578297
0.494025,-32.083332,115.66669,2022-06-03 06:00:00,35.581703
0.494025,-32.083332,115.66669,2022-06-03 12:00:00,35.585636
0.494025,-32.083332,115.66669,2022-06-03 18:00:00,35.59021
0.494025,-32.083332,115.66669,2022-06-04 00:00:00,35.59405
0.494025,-32.083332,115.66669,2022-06-04 06:00:00,35.59861
0.494025,-32.083332,115.66669,2022-06-04 12:00:00,35.598866
0.494025,-32.083332,115.66669,2022-06-04 18:00:00,35.600418
0.494025,-32.083332,115.66669,2022-06-05 00:00:00,35.60511
0.494025,-32.083332,115.66669,2022-06-05 06:00:00,35.608715
0.494025,-32.083332,115.66669,2022-06-05 12:00:00,35.6117
0.494025,-32.083332,115.66669,2022-06-05 18:00:00,35.61568
0.494025,-32.083332,115.66669,2022-06-06 00:00:00,35.621883
0.494025,-32.083332,115.66669,2022-06-06 06:00:00,35.629486
0.494025,-32.083332,115.66669,2022-06-06 12:00:00,35.633427
0.494025,-32.083332,115.66669,2022-06-06 18:00:00,35.640842
0.494025,-32.083332,115.66669,2022-06-07 00:00:00,35.64836
0.494025,-32.083332,115.66669,2022-06-07 06:00:00,35.649727
0.494025,-32.083332,115.66669,2022-06-07 12:00:00,35.645466
0.494025,-32.083332,115.66669,2022-06-07 18:00:00,35.64048
0.494025,-32.083332,115.66669,2022-06-08 00:00:00,35.629112
0.494025,-32.083332,115.66669,2022-06-08 06:00:00,35.611156
0.494025,-32.083332,115.66669,2022-06-08 12:00:00,35.541912
0.494025,-32.083332,115.66669,2022-06-08 18:00:00,35.52638
0.494025,-32.083332,115.66669,2022-06-09 00:00:00,35.505993
0.494025,-32.083332,115.66669,2022-06-09 06:00:00,35.473366
0.494025,-32.083332,115.66669,2022-06-09 12:00:00,35.450104
0.494025,-32.083332,115.66669,2022-06-09 18:00:00,35.425426
0.494025,-32.083332,115.66669,2022-06-10 00:00:00,35.35329
0.494025,-32.083332,115.66669,2022-06-10 06:00:00,35.37368
0.494025,-32.083332,115.66669,2022-06-10 12:00:00,35.36074
0.494025,-32.083332,115.66669,2022-06-10 18:00:00,35.389435
0.494025,-32.083332,115.66669,2022-06-11 00:00:00,35.395527
