depth,latitude,longitude,time,so
0.494025,-32.333332,115.41669,2022-06-01 00:00:00,35.541115
0.494025,-32.333332,115.41669,2022-06-01 06:00:00,35.54389
0.494025,-32.333332,115.41669,2022-06-01 12:00:00,35.534332
0.494025,-32.333332,115.41669,2022-06-01 18:00:00,35.52476
0.494025,-32.333332,115.41669,2022-06-02 00:00:00,35.5121
0.494025,-32.333332,115.41669,2022-06-02 06:00:00,35.49615
0.494025,-32.333332,115.41669,2022-06-02 12:00:00,35.478603
0.494025,-32.333332,115.41669,2022-06-02 18:00:00,35.46375
0.494025,-32.333332,115.41669,2022-06-03 00:00:00,35.452377
0.494025,-32.333332,115.41669,2022-06-03 06:00:00,35.446712
0.494025,-32.333332,115.41669,2022-06-03 12:00:00,35.444073
0.494025,-32.333332,115.41669,2022-06-03 18:00:00,35.44297
0.494025,-32.333332,115.41669,2022-06-04 00:00:00,35.44219
0.494025,-32.333332,115.41669,2022-06-04 06:00:00,35.44063
0.494025,-32.333332,115.41669,2022-06-04 12:00:00,35.438087
0.494025,-32.333332,115.41669,2022-06-04 18:00:00,35.438946
0.494025,-32.333332,115.41669,2022-06-05 00:00:00,35.439316
0.494025,-32.333332,115.41669,2022-06-05 06:00:00,35.439842
0.494025,-32.333332,115.41669,2022-06-05 12:00:00,35.440178
0.494025,-32.333332,115.41669,2022-06-05 18:00:00,35.441895
0.494025,-32.333332,115.41669,2022-06-06 00:00:00,35.444805
0.494025,-32.333332,115.41669,2022-06-06 06:00:00,35.448895
0.494025,-32.333332,115.41669,2022-06-06 12:00:00,35.45161
0.494025,-32.333332,115.41669,2022-06-06 18:00:00,35.455135
0.494025,-32.333332,115.41669,2022-06-07 00:00:00,35.45772
0.494025,-32.333332,115.41669,2022-06-07 06:00:00,35.460083
0.494025,-32.333332,115.41669,2022-06-07 12:00:00,35.46254
0.494025,-32.333332,115.41669,2022-06-07 18:00:00,35.466137
0.494025,-32.333332,115.41669,2022-06-08 00:00:00,35.470978
0.494025,-32.333332,115.41669,2022-06-08 06:00:00,35.476143
0.494025,-32.333332,115.41669,2022-06-08 12:00:00,35.469654
0.494025,-32.333332,115.41669,2022-06-08 18:00:00,35.47119
0.494025,-32.333332,115.41669,2022-06-09 00:00:00,35.474453
0.494025,-32.333332,115.41669,2022-06-09 06:00:00,35.461937
0.494025,-32.333332,115.41669,2022-06-09 12:00:00,35.447636
0.494025,-32.333332,115.41669,2022-06-09 18:00:00,35.432724
0.494025,-32.333332,115.41669,2022-06-10 00:00:00,35.419224
0.494025,-32.333332,115.41669,2022-06-10 06:00:00,35.414024
0.494025,-32.333332,115.41669,2022-06-10 12:00:00,35.379097
0.494025,-32.333332,115.41669,2022-06-10 18:00:00,35.38288
0.494025,-32.333332,115.41669,2022-06-11 00:00:00,35.37593
0.494025,-32.333332,115.41669,2022-06-11 06:00:00,35.360455
0.494025,-32.333332,115.41669,2022-06-11 12:00:00,35.345863
0.494025,-32.333332,115.41669,2022-06-11 18:00:00,35.33389
0.494025,-32.333332,115.41669,2022-06-12 00:00:00,35.32255
0.494025,-32.333332,115.41669,2022-06-12 06:00:00,35.312157
0.494025,-32.333332,115.41669,2022-06-12 12:00:00,35.31353
0.494025,-32.333332,115.41669,2022-06-12 18:00:00,35.312805
0.494025,-32.333332,115.41669,2022-06-13 00:00:00,35.31652
0.494025,-32.333332,115.41669,2022-06-13 06:00:00,35.31979
0.494025,-32.333332,115.41669,2022-06-13 12:00:00,35.321415
0.494025,-32.333332,115.41669,2022-06-13 18:00:00,35.320015
0.494025,-32.333332,115.41669,2022-06-14 00:00:00,35.317604
0.494025,-32.333332,115.41669,2022-06-14 06:00:00,35.3082
0.494025,-32.333332,115.41669,2022-06-14 12:00:00,35.304832
0.494025,-32.333332,115.41669,2022-06-14 18:00:00,35.298626
0.494025,-32.333332,115.41669,2022-06-15 00:00:00,35.288914
0.494025,-32.333332,115.41669,2022-06-15 06:00:00,35.26975
0.494025,-32.333332,115.41669,2022-06-15 12:00:00,35.267624
0.494025,-32.333332,115.41669,2022-06-15 18:00:00,35.27215
0.494025,-32.333332,115.41669,2022-06-16 00:00:00,35.278095
0.494025,-32.333332,115.41669,2022-06-16 06:00:00,35.28323
0.494025,-32.333332,115.41669,2022-06-16 12:00:00,35.29051
0.494025,-32.333332,115.41669,2022-06-16 18:00:00,35.29354
0.494025,-32.333332,115.41669,2022-06-17 00:00:00,35.2962
0.494025,-32.333332,115.41669,2022-06-17 06:00:00,35.299587
0.494025,-32.333332,115.41669,2022-06-17 12:00:00,35.296963
0.494025,-32.333332,115.41669,2022-06-17 18:00:00,35.29887
0.494025,-32.333332,115.41669,2022-06-18 00:00:00,35.29872
0.494025,-32.333332,115.41669,2022-06-18 06:00:00,35.297527
0.494025,-32.333332,115.41669,2022-06-18 12:00:00,35.294983
0.494025,-32.333332,115.41669,2022-06-18 18:00:00,35.292686
0.494025,-32.333332,115.41669,2022-06-19 00:00:00,35.291893
0.494025,-32.333332,115.41669,2022-06-19 06:00:00,35.292217
0.494025,-32.333332,115.41669,2022-06-19 12:00:00,35.292583
0.494025,-32.333332,115.41669,2022-06-19 18:00:00,35.293015
0.494025,-32.333332,115.41669,2022-06-20 00:00:00,35.293293
0.494025,-32.333332,115.41669,2022-06-20 06:00:00,35.293148
0.494025,-32.333332,115.41669,2022-06-20 12:00:00,35.29272
0.494025,-32.333332,115.41669,2022-06-20 18:00:00,35.293198
0.494025,-32.333332,115.41669,2022-06-21 00:00:00,35.289536
0.494025,-32.333332,115.41669,2022-06-21 06:00:00,35.28694
0.494025,-32.333332,115.41669,2022-06-21 12:00:00,35.282757
0.494025,-32.333332,115.41669,2022-06-21 18:00:00,35.27873
0.494025,-32.333332,115.41669,2022-06-22 00:00:00,35.27439
0.494025,-32.333332,115.41669,2022-06-22 06:00:00,35.273235
0.494025,-32.333332,115.41669,2022-06-22 12:00:00,35.272987
0.494025,-32.333332,115.41669,2022-06-22 18:00:00,35.273964
0.494025,-32.333332,115.41669,2022-06-23 00:00:00,35.273335
0.494025,-32.333332,115.41669,2022-06-23 06:00:00,35.26319
0.494025,-32.333332,115.41669,2022-06-23 12:00:00,35.268055
0.494025,-32.333332,115.41669,2022-06-23 18:00:00,35.271946
0.494025,-32.333332,115.41669,2022-06-24 00:00:00,35.27397
0.494025,-32.333332,115.41669,2022-06-24 06:00:00,35.277397
